"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
32,"student","single","tertiary","no",1138,"no","no","cellular",4,"may",214,3,83,3,"success","yes"
51,"management","married","tertiary","no",36,"yes","no","unknown",13,"may",535,2,-1,0,"unknown","no"
38,"blue-collar","single","secondary","no",2707,"yes","no","cellular",17,"jul",120,3,-1,0,"unknown","no"
24,"blue-collar","single","secondary","no",383,"no","no","cellular",27,"may",101,1,-1,0,"unknown","no"
53,"services","married","secondary","no",579,"no","no","unknown",4,"jun",1224,7,-1,0,"unknown","no"
44,"self-employed","married","secondary","no",313,"no","no","cellular",6,"aug",211,4,-1,0,"unknown","no"
48,"services","single","primary","no",-139,"no","no","cellular",13,"may",75,2,-1,0,"unknown","no"
24,"student","single","secondary","no",501,"no","no","cellular",28,"may",121,6,-1,0,"unknown","no"
41,"admin.","married","secondary","no",-111,"yes","no","unknown",30,"may",84,3,-1,0,"unknown","no"
52,"technician","married","secondary","no",234,"no","no","cellular",17,"nov",255,1,-1,0,"unknown","yes"
29,"technician","single","tertiary","no",406,"yes","no","cellular",17,"jul",119,1,-1,0,"unknown","no"
39,"unemployed","married","tertiary","no",11787,"no","no","unknown",16,"jun",104,4,-1,0,"unknown","no"
30,"entrepreneur","single","secondary","no",732,"no","no","cellular",3,"feb",1404,4,-1,0,"unknown","yes"
30,"technician","single","secondary","no",-522,"yes","yes","cellular",5,"may",670,2,286,6,"failure","yes"
28,"management","single","secondary","no",171,"no","no","cellular",5,"jun",324,1,87,1,"success","yes"
34,"blue-collar","married","primary","no",1524,"yes","no","cellular",20,"nov",57,3,-1,0,"unknown","no"
51,"management","married","tertiary","no",-15,"no","no","cellular",25,"jul",212,2,-1,0,"unknown","no"
34,"admin.","single","secondary","no",0,"yes","no","cellular",2,"jun",189,2,-1,0,"unknown","no"
50,"management","married","secondary","no",268,"no","no","cellular",3,"jun",74,2,90,2,"failure","no"
42,"blue-collar","single","primary","no",-376,"yes","no","cellular",18,"may",53,1,-1,0,"unknown","no"
33,"services","married","secondary","no",1697,"no","no","cellular",4,"may",489,1,182,1,"success","yes"
30,"blue-collar","married","secondary","no",501,"yes","yes","cellular",20,"nov",994,1,177,1,"failure","yes"
30,"technician","single","secondary","no",2567,"no","no","cellular",18,"jun",813,4,-1,0,"unknown","yes"
37,"blue-collar","divorced","secondary","no",719,"yes","no","cellular",13,"may",118,1,365,1,"failure","no"
33,"management","married","tertiary","no",584,"yes","no","cellular",7,"aug",269,3,-1,0,"unknown","no"
34,"blue-collar","single","secondary","no",3043,"yes","yes","cellular",20,"nov",670,1,-1,0,"unknown","yes"
43,"management","divorced","tertiary","no",481,"yes","no","cellular",3,"jun",187,1,20,1,"other","yes"
42,"blue-collar","married","secondary","no",4900,"yes","no","telephone",11,"may",231,1,284,2,"failure","no"
44,"management","married","tertiary","no",423,"no","no","cellular",12,"mar",2330,5,-1,0,"unknown","yes"
55,"technician","married","secondary","no",276,"yes","no","unknown",12,"may",486,1,-1,0,"unknown","no"
38,"services","divorced","secondary","no",49,"yes","no","cellular",18,"may",43,1,367,2,"success","no"
34,"management","married","tertiary","no",133,"yes","no","unknown",8,"may",65,1,-1,0,"unknown","no"
54,"management","married","tertiary","no",2650,"yes","yes","cellular",19,"nov",50,1,-1,0,"unknown","no"
29,"self-employed","single","tertiary","no",805,"no","no","cellular",1,"jul",302,2,128,8,"success","no"
45,"technician","single","tertiary","no",0,"yes","no","cellular",18,"nov",139,2,-1,0,"unknown","no"
49,"blue-collar","married","secondary","no",171,"no","no","telephone",5,"feb",260,6,-1,0,"unknown","no"
54,"services","married","secondary","no",2431,"yes","no","unknown",19,"may",221,4,-1,0,"unknown","no"
36,"blue-collar","married","secondary","no",56,"no","no","unknown",24,"jun",481,6,-1,0,"unknown","no"
38,"management","married","tertiary","no",179,"no","no","unknown",8,"aug",317,4,-1,0,"unknown","yes"
72,"blue-collar","married","primary","no",4415,"no","no","telephone",13,"oct",120,1,-1,0,"unknown","no"
52,"services","married","primary","no",171,"yes","yes","cellular",31,"jul",223,1,-1,0,"unknown","no"
40,"blue-collar","single","secondary","no",82,"yes","no","cellular",13,"may",135,6,370,5,"failure","no"
40,"blue-collar","married","secondary","no",299,"yes","no","cellular",15,"jul",180,4,-1,0,"unknown","no"
31,"student","single","secondary","no",3511,"no","no","cellular",2,"jul",667,1,-1,0,"unknown","yes"
55,"retired","married","secondary","no",3948,"no","no","unknown",2,"jun",266,2,-1,0,"unknown","no"
35,"blue-collar","married","primary","no",63,"no","yes","cellular",7,"jul",243,2,-1,0,"unknown","no"
35,"management","single","tertiary","no",362,"no","no","cellular",27,"aug",256,4,-1,0,"unknown","no"
40,"services","married","secondary","no",1688,"no","no","unknown",16,"may",93,1,-1,0,"unknown","no"
41,"technician","divorced","secondary","no",0,"yes","no","cellular",17,"nov",386,2,-1,0,"unknown","no"
48,"blue-collar","single","primary","no",8990,"no","no","telephone",2,"feb",1790,2,-1,0,"unknown","yes"
48,"management","divorced","tertiary","yes",-625,"yes","no","unknown",29,"may",125,2,-1,0,"unknown","no"
60,"unemployed","single","tertiary","no",361,"no","no","cellular",5,"feb",1837,1,-1,0,"unknown","no"
42,"services","single","secondary","no",241,"yes","no","cellular",5,"may",704,2,-1,0,"unknown","no"
44,"management","divorced","tertiary","no",476,"yes","yes","unknown",26,"may",127,2,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",328,"yes","no","unknown",20,"may",132,1,-1,0,"unknown","no"
56,"management","married","tertiary","no",1388,"no","no","cellular",18,"nov",132,1,-1,0,"unknown","no"
45,"admin.","married","secondary","no",1214,"yes","no","cellular",2,"feb",150,2,189,2,"failure","no"
40,"management","married","tertiary","no",1598,"yes","yes","cellular",6,"may",1074,4,344,3,"failure","yes"
26,"services","single","secondary","no",1347,"no","no","telephone",6,"feb",254,1,-1,0,"unknown","no"
49,"admin.","single","secondary","no",827,"yes","no","cellular",30,"jan",61,1,-1,0,"unknown","no"
54,"admin.","married","tertiary","no",19,"no","no","cellular",26,"aug",131,2,-1,0,"unknown","no"
47,"technician","married","secondary","no",636,"no","no","cellular",4,"aug",416,2,-1,0,"unknown","no"
30,"technician","single","secondary","no",486,"no","no","cellular",28,"jan",335,3,-1,0,"unknown","no"
25,"admin.","single","secondary","no",302,"no","no","cellular",8,"jul",122,1,-1,0,"unknown","no"
52,"management","married","secondary","no",5193,"no","no","cellular",23,"apr",477,2,-1,0,"unknown","no"
34,"admin.","married","tertiary","no",79,"yes","no","cellular",8,"nov",120,2,95,6,"success","no"
49,"blue-collar","married","secondary","no",388,"no","no","telephone",17,"jul",265,2,-1,0,"unknown","no"
32,"management","married","tertiary","no",268,"yes","yes","cellular",20,"apr",106,3,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",243,"yes","no","cellular",18,"may",507,1,-1,0,"unknown","yes"
38,"technician","married","secondary","no",728,"yes","no","cellular",18,"nov",286,1,181,2,"other","no"
35,"blue-collar","single","secondary","no",74,"yes","no","cellular",17,"apr",360,1,-1,0,"unknown","no"
26,"unemployed","single","tertiary","no",3511,"no","no","cellular",30,"apr",439,2,-1,0,"unknown","yes"
31,"management","single","tertiary","no",0,"no","no","cellular",25,"aug",191,5,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",861,"no","no","telephone",9,"feb",49,6,-1,0,"unknown","no"
38,"blue-collar","married","secondary","no",35,"yes","no","unknown",28,"may",130,2,-1,0,"unknown","no"
51,"self-employed","married","primary","no",106,"yes","no","telephone",18,"nov",366,3,110,2,"failure","no"
30,"technician","married","tertiary","no",0,"no","no","cellular",21,"aug",351,6,-1,0,"unknown","no"
36,"technician","single","secondary","no",301,"yes","yes","cellular",29,"jul",367,1,-1,0,"unknown","no"
53,"admin.","married","secondary","no",2955,"no","no","unknown",19,"jun",605,1,-1,0,"unknown","no"
29,"admin.","single","secondary","no",3528,"no","no","cellular",4,"may",104,1,208,1,"success","no"
28,"management","single","tertiary","no",12956,"yes","no","cellular",2,"jul",940,1,399,3,"success","yes"
52,"technician","married","secondary","no",196,"yes","yes","cellular",27,"may",99,2,99,1,"success","no"
34,"blue-collar","married","secondary","no",1089,"yes","no","cellular",13,"may",394,3,-1,0,"unknown","yes"
46,"blue-collar","married","secondary","no",51,"yes","no","cellular",15,"may",333,1,-1,0,"unknown","no"
28,"admin.","single","secondary","no",551,"no","yes","cellular",8,"jul",161,1,-1,0,"unknown","no"
38,"management","single","unknown","no",715,"yes","no","cellular",2,"apr",951,1,132,3,"failure","no"
35,"blue-collar","married","secondary","no",225,"yes","no","cellular",6,"may",160,7,343,2,"failure","no"
47,"entrepreneur","married","unknown","no",1179,"yes","yes","cellular",31,"jul",21,2,-1,0,"unknown","no"
43,"management","divorced","tertiary","no",-410,"no","yes","cellular",9,"jul",189,1,-1,0,"unknown","no"
34,"technician","married","tertiary","no",8077,"yes","no","cellular",20,"nov",278,2,-1,0,"unknown","no"
57,"services","married","secondary","no",84,"yes","no","unknown",15,"may",59,1,-1,0,"unknown","no"
38,"admin.","married","secondary","no",-762,"no","no","unknown",29,"may",165,1,-1,0,"unknown","no"
50,"admin.","divorced","unknown","no",4204,"no","no","unknown",19,"jun",335,2,-1,0,"unknown","no"
29,"management","single","tertiary","no",726,"yes","no","unknown",9,"may",200,3,-1,0,"unknown","no"
37,"services","single","secondary","no",1950,"yes","no","unknown",13,"may",370,1,-1,0,"unknown","no"
30,"student","single","secondary","no",4,"no","no","cellular",4,"feb",443,2,-1,0,"unknown","no"
52,"technician","married","secondary","no",1,"no","no","cellular",29,"jan",189,1,248,6,"other","no"
48,"technician","married","secondary","no",147,"no","no","unknown",6,"may",142,3,-1,0,"unknown","no"
30,"unemployed","married","tertiary","no",4696,"yes","no","cellular",25,"jul",172,1,-1,0,"unknown","no"
31,"admin.","married","secondary","no",2304,"yes","no","cellular",20,"nov",257,2,-1,0,"unknown","no"
30,"blue-collar","married","primary","no",145,"yes","no","unknown",7,"may",299,2,-1,0,"unknown","no"
37,"management","single","secondary","no",3167,"yes","no","unknown",30,"may",197,1,-1,0,"unknown","no"
44,"self-employed","married","tertiary","no",425,"no","no","unknown",6,"jun",147,1,-1,0,"unknown","no"
25,"blue-collar","single","secondary","no",154,"yes","no","unknown",27,"may",312,2,-1,0,"unknown","no"
56,"admin.","married","secondary","no",11,"no","no","unknown",13,"may",42,3,-1,0,"unknown","no"
35,"management","single","secondary","no",1189,"no","yes","cellular",14,"aug",92,2,-1,0,"unknown","no"
43,"blue-collar","married","secondary","no",-141,"yes","yes","unknown",23,"may",128,1,-1,0,"unknown","no"
35,"blue-collar","married","tertiary","no",1016,"yes","no","cellular",17,"jul",294,2,-1,0,"unknown","no"
35,"blue-collar","married","secondary","no",527,"yes","yes","unknown",7,"may",143,1,-1,0,"unknown","no"
31,"technician","single","secondary","no",3588,"no","no","telephone",28,"aug",64,27,-1,0,"unknown","no"
31,"services","single","secondary","no",181,"no","no","cellular",30,"apr",325,1,-1,0,"unknown","yes"
48,"management","single","tertiary","no",5689,"no","no","cellular",12,"feb",262,1,-1,0,"unknown","yes"
30,"management","married","tertiary","no",233,"yes","no","unknown",14,"may",382,10,-1,0,"unknown","no"
35,"management","divorced","tertiary","no",6997,"yes","no","cellular",9,"jul",1121,1,-1,0,"unknown","yes"
36,"unemployed","married","tertiary","no",39385,"no","no","cellular",1,"oct",120,1,-1,0,"unknown","no"
49,"services","married","primary","no",5737,"yes","no","unknown",29,"may",417,2,-1,0,"unknown","no"
60,"retired","divorced","secondary","no",0,"no","no","cellular",18,"jul",91,10,-1,0,"unknown","no"
32,"blue-collar","single","secondary","yes",-206,"yes","no","cellular",6,"may",148,1,-1,0,"unknown","no"
44,"management","divorced","tertiary","no",935,"no","no","cellular",11,"aug",70,5,-1,0,"unknown","no"
48,"services","married","secondary","no",116,"yes","no","telephone",20,"apr",70,4,-1,0,"unknown","no"
25,"admin.","single","secondary","no",96,"yes","no","unknown",9,"may",176,2,-1,0,"unknown","no"
51,"management","married","tertiary","no",0,"yes","yes","cellular",19,"aug",263,1,84,1,"other","no"
24,"services","single","secondary","no",11,"yes","no","unknown",27,"jun",114,4,-1,0,"unknown","no"
39,"management","single","tertiary","no",3202,"yes","no","cellular",14,"may",14,8,-1,0,"unknown","no"
32,"entrepreneur","married","secondary","no",135,"yes","no","unknown",7,"may",143,2,-1,0,"unknown","no"
33,"management","married","tertiary","no",71,"no","no","cellular",16,"nov",136,1,287,1,"failure","no"
45,"blue-collar","married","secondary","no",554,"yes","no","unknown",28,"may",179,2,-1,0,"unknown","no"
29,"management","married","tertiary","no",4050,"yes","no","unknown",28,"may",166,1,-1,0,"unknown","no"
62,"management","married","tertiary","no",5008,"no","no","telephone",4,"jun",139,2,-1,0,"unknown","no"
37,"admin.","single","secondary","no",597,"yes","no","cellular",5,"may",126,1,-1,0,"unknown","no"
48,"management","married","secondary","no",-876,"no","yes","cellular",31,"jul",6,16,-1,0,"unknown","no"
38,"blue-collar","married","primary","no",-257,"yes","yes","cellular",9,"jul",458,1,-1,0,"unknown","no"
55,"services","divorced","secondary","no",72,"yes","yes","unknown",15,"may",384,4,-1,0,"unknown","no"
42,"self-employed","divorced","tertiary","no",0,"no","no","unknown",11,"jun",694,2,-1,0,"unknown","no"
27,"blue-collar","single","secondary","no",179,"yes","no","cellular",18,"may",74,2,-1,0,"unknown","no"
46,"management","married","secondary","no",5127,"no","no","cellular",6,"aug",472,1,-1,0,"unknown","no"
58,"management","married","tertiary","no",1907,"no","no","cellular",30,"apr",258,2,160,7,"other","no"
29,"admin.","single","secondary","no",25,"yes","no","cellular",14,"may",244,1,343,2,"failure","no"
49,"management","married","secondary","no",466,"no","no","cellular",2,"feb",21,3,-1,0,"unknown","no"
37,"admin.","married","secondary","no",960,"no","no","telephone",18,"nov",50,3,-1,0,"unknown","no"
39,"blue-collar","married","secondary","no",123,"no","no","unknown",17,"jun",110,1,-1,0,"unknown","no"
58,"management","divorced","tertiary","no",372,"no","yes","unknown",29,"oct",11,1,-1,0,"unknown","yes"
51,"unemployed","married","secondary","no",-267,"no","yes","unknown",19,"jun",208,2,-1,0,"unknown","no"
58,"entrepreneur","married","primary","no",52499,"no","no","unknown",6,"jun",198,2,-1,0,"unknown","no"
43,"blue-collar","married","unknown","no",245,"yes","yes","cellular",12,"may",112,4,369,2,"other","no"
57,"technician","married","secondary","no",950,"yes","no","cellular",9,"jul",1272,1,-1,0,"unknown","no"
33,"services","married","secondary","no",386,"no","no","cellular",12,"may",317,1,181,5,"success","yes"
51,"retired","married","primary","no",1495,"no","no","telephone",25,"jul",1946,4,-1,0,"unknown","yes"
31,"management","married","secondary","no",55,"no","no","cellular",7,"aug",124,3,-1,0,"unknown","no"
58,"management","married","tertiary","no",2729,"no","no","unknown",18,"jun",188,1,-1,0,"unknown","no"
29,"services","divorced","secondary","no",330,"yes","no","unknown",12,"may",88,2,-1,0,"unknown","no"
28,"technician","single","tertiary","no",3623,"no","no","cellular",10,"mar",261,1,-1,0,"unknown","yes"
53,"admin.","married","secondary","no",8892,"yes","no","cellular",20,"nov",151,1,-1,0,"unknown","no"
43,"services","single","tertiary","no",126,"yes","no","unknown",20,"jun",351,2,-1,0,"unknown","no"
63,"entrepreneur","married","tertiary","no",2707,"no","no","telephone",16,"nov",57,4,-1,0,"unknown","no"
48,"technician","married","secondary","no",638,"yes","no","unknown",14,"may",217,1,-1,0,"unknown","no"
33,"management","married","tertiary","no",158,"no","no","cellular",30,"apr",169,2,83,2,"success","no"
30,"management","married","tertiary","no",0,"yes","no","cellular",9,"jul",127,1,-1,0,"unknown","no"
39,"technician","married","secondary","no",211,"no","no","telephone",6,"feb",53,2,-1,0,"unknown","no"
32,"services","single","secondary","no",182,"yes","no","cellular",6,"may",145,1,-1,0,"unknown","no"
44,"management","married","secondary","no",0,"no","no","cellular",21,"aug",167,2,-1,0,"unknown","no"
26,"student","single","tertiary","no",251,"yes","no","cellular",18,"may",12,5,-1,0,"unknown","no"
56,"management","divorced","unknown","no",854,"no","no","cellular",27,"may",121,1,-1,0,"unknown","no"
56,"blue-collar","married","unknown","no",665,"yes","no","unknown",20,"jun",109,2,-1,0,"unknown","no"
32,"management","single","tertiary","no",394,"yes","no","unknown",8,"may",466,2,-1,0,"unknown","no"
32,"technician","married","tertiary","no",3850,"yes","no","cellular",20,"apr",63,4,-1,0,"unknown","no"
41,"blue-collar","married","secondary","no",449,"yes","yes","cellular",12,"may",313,2,-1,0,"unknown","no"
29,"technician","single","tertiary","no",218,"yes","no","cellular",12,"apr",169,1,-1,0,"unknown","no"
26,"management","married","tertiary","no",265,"no","no","cellular",30,"jan",650,2,-1,0,"unknown","no"
44,"blue-collar","married","primary","no",2958,"yes","no","unknown",3,"jun",229,2,-1,0,"unknown","no"
38,"blue-collar","divorced","secondary","no",0,"yes","no","cellular",19,"nov",230,1,-1,0,"unknown","no"
25,"student","single","secondary","no",963,"yes","no","telephone",14,"may",230,4,301,1,"failure","no"
20,"student","single","unknown","no",8860,"no","no","cellular",7,"apr",98,2,-1,0,"unknown","no"
50,"blue-collar","divorced","primary","no",15,"yes","no","cellular",12,"may",173,2,350,7,"failure","no"
41,"blue-collar","married","primary","no",3722,"yes","no","unknown",19,"may",590,2,-1,0,"unknown","no"
33,"management","single","tertiary","no",48,"yes","no","cellular",11,"may",400,1,173,5,"failure","no"
52,"management","married","tertiary","no",2428,"yes","no","cellular",28,"jul",61,3,-1,0,"unknown","no"
38,"management","married","tertiary","no",2548,"yes","no","unknown",30,"may",60,1,-1,0,"unknown","no"
34,"blue-collar","married","unknown","no",0,"yes","no","cellular",7,"may",183,1,-1,0,"unknown","no"
40,"technician","married","secondary","no",1259,"no","no","unknown",20,"may",234,5,-1,0,"unknown","no"
43,"housemaid","married","secondary","no",618,"no","no","unknown",17,"jun",89,4,-1,0,"unknown","no"
78,"retired","divorced","unknown","no",0,"no","no","telephone",8,"oct",259,1,-1,0,"unknown","no"
42,"technician","divorced","secondary","no",324,"yes","no","cellular",27,"aug",203,2,-1,0,"unknown","no"
32,"services","single","secondary","no",1364,"yes","yes","unknown",17,"jun",85,5,-1,0,"unknown","no"
54,"blue-collar","married","secondary","no",0,"no","no","telephone",16,"apr",1366,1,150,1,"failure","no"
32,"services","married","secondary","no",1167,"yes","yes","telephone",16,"apr",668,3,147,1,"failure","no"
46,"unknown","married","unknown","no",2911,"no","no","telephone",7,"jul",41,9,-1,0,"unknown","no"
42,"technician","married","secondary","no",29,"no","no","cellular",28,"aug",53,11,-1,0,"unknown","no"
27,"blue-collar","single","secondary","no",0,"yes","no","unknown",7,"may",191,4,-1,0,"unknown","no"
33,"technician","married","secondary","no",4790,"yes","no","cellular",20,"apr",137,1,272,2,"failure","no"
45,"technician","married","secondary","no",3601,"yes","no","unknown",30,"may",536,2,-1,0,"unknown","no"
36,"blue-collar","married","unknown","no",-656,"yes","no","unknown",20,"may",92,2,-1,0,"unknown","no"
59,"retired","married","tertiary","no",148,"yes","yes","cellular",8,"may",685,2,366,1,"other","yes"
45,"blue-collar","married","primary","no",1163,"no","no","unknown",16,"may",230,1,-1,0,"unknown","no"
39,"blue-collar","married","secondary","no",298,"yes","no","unknown",20,"may",216,1,-1,0,"unknown","no"
42,"blue-collar","divorced","secondary","no",-135,"yes","no","unknown",13,"may",15,11,-1,0,"unknown","no"
36,"blue-collar","married","primary","no",0,"yes","no","unknown",21,"may",59,2,-1,0,"unknown","no"
48,"blue-collar","married","primary","no",762,"yes","no","unknown",12,"may",81,4,-1,0,"unknown","no"
53,"admin.","married","secondary","no",1661,"yes","yes","cellular",17,"nov",85,1,-1,0,"unknown","no"
44,"blue-collar","married","secondary","no",1025,"yes","no","cellular",21,"dec",116,2,202,1,"failure","no"
36,"services","single","secondary","no",1405,"yes","no","cellular",14,"apr",283,3,-1,0,"unknown","no"
55,"management","married","tertiary","no",505,"yes","yes","unknown",29,"may",135,2,-1,0,"unknown","no"
53,"technician","divorced","unknown","no",629,"yes","no","cellular",8,"may",298,1,-1,0,"unknown","no"
27,"student","married","secondary","no",119,"yes","no","cellular",16,"jul",781,2,-1,0,"unknown","yes"
47,"management","married","tertiary","no",-315,"yes","yes","cellular",27,"aug",112,9,-1,0,"unknown","no"
46,"admin.","married","secondary","no",22,"yes","no","cellular",7,"aug",414,4,-1,0,"unknown","no"
66,"retired","married","secondary","no",995,"no","no","cellular",27,"feb",131,2,-1,0,"unknown","yes"
54,"blue-collar","married","secondary","no",466,"no","no","cellular",29,"aug",436,4,-1,0,"unknown","no"
71,"management","married","tertiary","no",13297,"no","no","cellular",11,"aug",265,1,190,2,"failure","no"
34,"technician","married","secondary","no",1194,"no","yes","cellular",20,"aug",219,2,-1,0,"unknown","no"
56,"retired","married","secondary","no",-1206,"yes","no","cellular",15,"jun",382,2,-1,0,"unknown","yes"
35,"admin.","divorced","secondary","no",3636,"no","yes","cellular",21,"nov",808,2,-1,0,"unknown","yes"
41,"blue-collar","married","secondary","no",1100,"yes","no","cellular",18,"nov",397,1,173,2,"failure","no"
28,"blue-collar","married","secondary","no",-26,"no","yes","cellular",30,"jan",81,1,-1,0,"unknown","no"
24,"student","single","secondary","no",1809,"no","no","cellular",11,"oct",165,1,95,2,"success","yes"
21,"student","single","tertiary","no",1258,"no","no","cellular",7,"jul",404,1,-1,0,"unknown","no"
49,"blue-collar","married","secondary","no",1860,"no","no","cellular",25,"aug",150,3,-1,0,"unknown","no"
27,"admin.","married","secondary","no",53,"yes","no","cellular",18,"jul",362,2,-1,0,"unknown","no"
40,"admin.","married","secondary","no",1327,"yes","yes","unknown",26,"may",76,2,-1,0,"unknown","no"
36,"management","married","tertiary","no",2415,"yes","no","telephone",22,"oct",73,1,86,4,"other","no"
81,"retired","married","primary","no",243,"no","no","cellular",27,"jan",340,1,92,1,"success","yes"
46,"blue-collar","single","secondary","no",332,"no","no","cellular",30,"jan",11,4,-1,0,"unknown","no"
42,"services","married","secondary","no",3236,"no","no","unknown",18,"jun",521,11,-1,0,"unknown","no"
31,"technician","married","secondary","no",1951,"yes","no","cellular",21,"jul",519,2,-1,0,"unknown","no"
38,"technician","married","secondary","no",183,"yes","no","cellular",16,"apr",256,3,339,2,"failure","no"
35,"management","single","tertiary","no",243,"yes","no","unknown",12,"may",102,3,-1,0,"unknown","no"
33,"self-employed","married","tertiary","no",1676,"yes","no","cellular",12,"mar",102,2,184,2,"failure","no"
46,"unknown","married","primary","no",110,"no","no","unknown",19,"jun",113,14,-1,0,"unknown","no"
29,"blue-collar","married","secondary","no",-8,"yes","yes","unknown",4,"jun",433,2,-1,0,"unknown","no"
45,"management","married","secondary","no",21,"yes","no","unknown",3,"jun",788,2,-1,0,"unknown","no"
56,"blue-collar","divorced","primary","no",0,"no","no","unknown",20,"jun",134,10,-1,0,"unknown","no"
30,"technician","single","secondary","no",1499,"no","no","cellular",26,"aug",66,21,-1,0,"unknown","no"
61,"management","married","tertiary","no",1224,"no","no","cellular",1,"oct",99,1,-1,0,"unknown","no"
29,"technician","single","secondary","yes",28,"yes","no","cellular",18,"jul",203,1,-1,0,"unknown","no"
41,"housemaid","married","primary","no",1332,"no","no","telephone",2,"feb",122,3,-1,0,"unknown","no"
30,"management","married","tertiary","no",549,"no","no","cellular",28,"aug",59,8,-1,0,"unknown","no"
44,"services","divorced","tertiary","no",2279,"no","yes","cellular",19,"nov",105,1,146,1,"failure","no"
38,"technician","single","tertiary","no",1727,"no","no","telephone",28,"oct",182,2,-1,0,"unknown","no"
31,"admin.","single","secondary","no",150,"yes","yes","unknown",13,"may",431,2,-1,0,"unknown","no"
22,"student","single","unknown","no",3317,"no","no","cellular",10,"aug",148,1,-1,0,"unknown","no"
25,"student","single","tertiary","no",1433,"yes","no","cellular",15,"may",520,1,-1,0,"unknown","no"
33,"technician","married","secondary","no",241,"yes","no","cellular",13,"may",1108,3,-1,0,"unknown","no"
37,"management","married","tertiary","no",1300,"yes","no","cellular",16,"apr",211,1,-1,0,"unknown","no"
45,"blue-collar","single","secondary","no",0,"no","no","cellular",5,"aug",374,2,472,1,"success","yes"
43,"blue-collar","married","secondary","no",10910,"yes","no","cellular",15,"may",66,2,-1,0,"unknown","no"
60,"retired","married","primary","no",71188,"no","no","cellular",6,"oct",205,1,-1,0,"unknown","no"
44,"technician","single","secondary","no",27,"no","no","unknown",1,"jul",723,2,-1,0,"unknown","no"
54,"blue-collar","married","primary","no",1357,"yes","yes","cellular",5,"may",305,5,349,7,"other","no"
47,"technician","married","tertiary","no",1127,"no","no","cellular",11,"aug",133,6,-1,0,"unknown","no"
32,"technician","married","tertiary","no",1352,"no","no","cellular",20,"nov",221,3,-1,0,"unknown","no"
46,"technician","married","unknown","no",557,"yes","no","cellular",28,"jan",148,1,197,4,"failure","no"
56,"blue-collar","married","secondary","no",1316,"no","no","cellular",30,"jul",76,5,-1,0,"unknown","no"
43,"admin.","divorced","secondary","no",738,"yes","no","cellular",21,"nov",585,4,191,4,"failure","no"
45,"admin.","married","secondary","no",1206,"no","no","telephone",8,"feb",309,1,446,3,"failure","yes"
51,"blue-collar","married","primary","no",216,"yes","no","cellular",17,"apr",666,3,274,3,"failure","no"
73,"retired","single","secondary","no",1050,"no","no","cellular",4,"mar",562,3,181,2,"failure","yes"
40,"management","single","tertiary","no",326,"yes","no","unknown",28,"may",64,1,-1,0,"unknown","no"
33,"admin.","married","tertiary","no",-1011,"no","no","cellular",21,"nov",134,1,-1,0,"unknown","no"
31,"entrepreneur","single","tertiary","no",46,"yes","no","cellular",5,"feb",90,1,-1,0,"unknown","no"
34,"technician","married","tertiary","no",691,"yes","yes","unknown",2,"jun",70,1,-1,0,"unknown","no"
33,"technician","single","tertiary","no",99,"no","no","cellular",22,"aug",296,2,-1,0,"unknown","no"
60,"unknown","married","unknown","no",5003,"no","no","telephone",4,"jun",125,5,-1,0,"unknown","no"
36,"management","married","tertiary","no",393,"yes","no","cellular",30,"apr",555,2,-1,0,"unknown","yes"
52,"admin.","divorced","secondary","no",1256,"yes","no","cellular",1,"apr",498,3,-1,0,"unknown","no"
46,"blue-collar","divorced","secondary","no",1815,"yes","no","unknown",28,"may",232,4,-1,0,"unknown","no"
39,"entrepreneur","married","tertiary","no",1654,"no","no","cellular",17,"nov",376,1,-1,0,"unknown","no"
33,"technician","married","tertiary","no",16992,"yes","no","unknown",29,"may",58,1,-1,0,"unknown","no"
55,"blue-collar","married","secondary","no",-256,"yes","yes","unknown",9,"may",136,2,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",604,"yes","no","cellular",18,"nov",394,2,-1,0,"unknown","no"
41,"technician","single","tertiary","no",145,"no","no","cellular",22,"jul",1833,2,-1,0,"unknown","yes"
26,"blue-collar","married","secondary","no",647,"yes","no","cellular",17,"apr",357,2,331,1,"other","no"
55,"services","married","secondary","no",879,"no","no","cellular",28,"aug",183,8,-1,0,"unknown","no"
29,"unemployed","single","tertiary","no",7,"no","no","cellular",6,"may",51,1,179,1,"failure","no"
50,"entrepreneur","single","tertiary","no",0,"yes","no","unknown",19,"jun",638,1,-1,0,"unknown","no"
30,"services","single","secondary","no",-114,"yes","no","cellular",21,"jul",396,2,-1,0,"unknown","no"
55,"management","divorced","tertiary","no",7010,"no","no","cellular",22,"sep",155,1,195,2,"failure","no"
42,"admin.","single","secondary","no",2790,"yes","no","cellular",7,"may",425,1,336,1,"failure","no"
47,"unemployed","married","secondary","no",312,"no","no","cellular",29,"jul",884,1,-1,0,"unknown","yes"
31,"management","single","tertiary","no",3981,"yes","no","cellular",18,"jul",286,1,-1,0,"unknown","no"
19,"student","single","primary","no",0,"no","no","cellular",4,"may",72,4,-1,0,"unknown","no"
34,"technician","married","secondary","no",945,"yes","yes","cellular",24,"jul",181,1,-1,0,"unknown","no"
